codigo,nome,tipo,tipo_compatibilidade,codigo_icao,latitude_dms,longitude_dms,latitude_decimal,longitude_decimal,elevacao_ft,declinacao_magnetica_graus,declinacao_magnetica_direcao,coordenada_valida,permite_origem_destino,revisao_pendente,classificacao_origem,fonte_pagina
SIVX,"ALUMÍNIO / HELPN Cia. Brasileira de Alumínio, SP",heliponto,heliponto,SIVX,23º31'00''S,047º16'00''W,-23.516666666666666,-47.266666666666666,2855,21,W,1,1,0,INFERIDA_DESCRICAO,31
SIVY,"TASSO FRAGOSO / Faz. Sapucai, MA",aeroporto,aeroporto,SIVY,08º17'56''S,045º45'48''W,-8.29888888888889,-45.763333333333335,1575,22,W,1,1,0,INFERIDA_DESCRICAO,31
SIVZ,"ITAQUI / Mata-Fome, RS",aeroporto,aeroporto,SIVZ,29º11'27''S,056º32'55''W,-29.190833333333334,-56.54861111111111,220,13,W,1,1,0,INFERIDA_DESCRICAO,31
SIWA,"ARIPUANÃ / Faz. Estrela do Aripuana, MT",aeroporto,aeroporto,SIWA,10º44'56''S,059º22'07''W,-10.748888888888889,-59.368611111111115,1060,16,W,1,1,0,INFERIDA_DESCRICAO,31
SIWB,"AMAMBAÍ / Faz. Sperafico, MS",aeroporto,aeroporto,SIWB,23º11'25''S,055º17'12''W,-23.190277777777776,-55.28666666666666,1965,16,W,1,1,0,INFERIDA_DESCRICAO,31
SIWC,"DIAMANTINO / Faz. Santa Rita, MT",aeroporto,aeroporto,SIWC,14º08'02''S,057º21'58''W,-14.133888888888889,-57.36611111111111,2054,16,W,1,1,0,INFERIDA_DESCRICAO,31
SIWD,"APIACÁS / Faz. Cinco Estrelas, MT",aeroporto,aeroporto,SIWD,08º21'49''S,058º06'18''W,-8.36361111111111,-58.105000000000004,493,16,W,1,1,0,INFERIDA_DESCRICAO,31
SIWE,"MONTE CARLO / Nelson Pizzani, SC",aeroporto,aeroporto,SIWE,27º12'44''S,050º57'22''W,-27.21222222222222,-50.95611111111111,3223,18,W,1,1,0,INFERIDA_DESCRICAO,31
SIWF,"DIAMANTINO / Algodoeira, MT",aeroporto,aeroporto,SIWF,14º11'08''S,057º33'02''W,-14.185555555555556,-57.550555555555555,2035,16,W,1,1,0,INFERIDA_DESCRICAO,31
SIWH,"SANTANA DO ARAGUAIA / Faz. Frigorífico Atlas, PA",aeroporto,aeroporto,SIWH,09º24'45''S,050º25'32''W,-9.4125,-50.425555555555555,2533,20,W,1,1,0,INFERIDA_DESCRICAO,31
SIWI,"DIAMANTINO / Guapirama, MT",aeroporto,aeroporto,SIWI,13º56'03''S,057º14'34''W,-13.934166666666666,-57.24277777777778,1700,17,W,1,1,0,INFERIDA_DESCRICAO,31
SIWJ,"CAMPO VERDE / Luiz Eduardo Magalhães, MT",aeroporto,aeroporto,SIWJ,15º31'55''S,055º08'16''W,-15.531944444444445,-55.13777777777778,2533,18,W,1,1,0,INFERIDA_DESCRICAO,31
SIWK,"SANTA RITA DO TRIVELATO / Faz. Santa Fé, MT",aeroporto,aeroporto,SIWK,14º03'05''S,055º23'01''W,-14.051388888888889,-55.38361111111111,1575,18,W,1,1,0,INFERIDA_DESCRICAO,31
SIWL,"DIAMANTINO / Faz. Espigão, MT",aeroporto,aeroporto,SIWL,14º07'30''S,056º56'10''W,-14.125,-56.93611111111111,1690,17,W,1,1,0,INFERIDA_DESCRICAO,31
SIWM,"GOIATUBA / Faz. Bandeirantes, GO",aeroporto,aeroporto,SIWM,17º59'29''S,049º32'07''W,-17.99138888888889,-49.53527777777778,1969,21,W,1,1,0,INFERIDA_DESCRICAO,31
SIWN,"JOVIANIA / Faz. Vargem das Flores, GO",aeroporto,aeroporto,SIWN,17º50'34''S,049º34'55''W,-17.842777777777776,-49.581944444444446,1477,21,W,1,1,0,INFERIDA_DESCRICAO,31
SIWP,"LAGUNA CARAPÃ / Faz. Água Doce, MS",aeroporto,aeroporto,SIWP,22º52'02''S,054º26'27''W,-22.86722222222222,-54.44083333333333,1201,17,W,1,1,0,INFERIDA_DESCRICAO,31
SIWQ,"SANTA RITA DO PARDO / Faz. Mateira, MS",aeroporto,aeroporto,SIWQ,20º57'58''S,053º04'42''W,-20.96611111111111,-53.07833333333333,1234,18,W,1,1,0,INFERIDA_DESCRICAO,31
SIWR,"NOVA CRIXÁS / Faz. Amazonas, GO",aeroporto,aeroporto,SIWR,13º47'59''S,050º29'21''W,-13.799722222222222,-50.48916666666667,985,20,W,1,1,0,INFERIDA_DESCRICAO,31
SIWT,"ITAITUBA / Santa Helena, PA",aeroporto,aeroporto,SIWT,07º50'25''S,056º39'34''W,-7.840277777777778,-56.659444444444446,699,17,W,1,1,0,INFERIDA_DESCRICAO,31
SIWU,"CORUMBÁ / Faz. N. S. da Candelária, MS",aeroporto,aeroporto,SIWU,18º31'07''S,057º35'54''W,-18.51861111111111,-57.598333333333336,365,16,W,1,1,0,INFERIDA_DESCRICAO,31
SIWV,"ITAITUBA / Boa Vista, PA",aeroporto,aeroporto,SIWV,07º51'22''S,056º42'52''W,-7.856111111111111,-56.714444444444446,699,17,W,1,1,0,INFERIDA_DESCRICAO,31
SIWW,"SÃO PAULO / HELPN FUNCHAL, SP",heliponto,heliponto,SIWW,23º35'39''S,046º41'30''W,-23.594166666666666,-46.69166666666666,2586,21,W,1,1,0,INFERIDA_DESCRICAO,31
SIWX,"COTIA / HELPN Blausiegel, SP",heliponto,heliponto,SIWX,23º35'53''S,046º53'52''W,-23.598055555555554,-46.897777777777776,2658,21,W,1,1,0,INFERIDA_DESCRICAO,31
SIWY,"CORUMBÁ / Faz. Campo Augusta, MS",aeroporto,aeroporto,SIWY,17º30'35''S,055º46'08''W,-17.509722222222223,-55.76888888888889,483,17,W,1,1,0,INFERIDA_DESCRICAO,31
SIWZ,"AQUIDAUANA / Faz. Fazendinha, MS",aeroporto,aeroporto,SIWZ,19º29'08''S,056º29'12''W,-19.485555555555557,-56.486666666666665,312,16,W,1,1,0,INFERIDA_DESCRICAO,31
SIXA,"SUZANÓPOLIS / Faz. União Suzanópolis, SP",aeroporto,aeroporto,SIXA,20º31'54''S,051º05'30''W,-20.531666666666666,-51.09166666666667,1398,19,W,1,1,0,INFERIDA_DESCRICAO,31
SIXB,"CORUMBÁ / Faz. Ilha Verde, MS",aeroporto,aeroporto,SIXB,18º30'20''S,057º24'08''W,-18.505555555555556,-57.40222222222222,312,16,W,1,1,0,INFERIDA_DESCRICAO,31
SIXC,"SÃO PAULO / HELPN EMBRASE, SP",heliponto,heliponto,SIXC,23º31'32''S,046º41'58''W,-23.525555555555556,-46.69944444444444,2621,21,W,1,1,0,INFERIDA_DESCRICAO,31
SIXD,"SANTANA DO LIVRAMENTO / FAZ. da Paz, RS",aeroporto,aeroporto,SIXD,30º50'22''S,055º34'02''W,-30.839444444444442,-55.56722222222223,913,13,W,1,1,0,INFERIDA_DESCRICAO,31
SIXE,"ELDORADO DO SUL / Aeroclube de Eldorado do Sul, RS",aeroporto,aeroporto,SIXE,30º03'01''S,051º26'37''W,-30.05027777777778,-51.44361111111111,33,16,W,1,1,0,INFERIDA_DESCRICAO,31
SIXF,"CAMPO ALEGRE DE GOIÁS / Faz. Soledade, GO",aeroporto,aeroporto,SIXF,17º23'00''S,047º32'08''W,-17.383333333333333,-47.535555555555554,2717,21,W,1,1,0,INFERIDA_DESCRICAO,31
SIXG,"CATALÃO / Faz. Pouso Alegre, GO",aeroporto,aeroporto,SIXG,18º01'40''S,047º27'35''W,-18.02777777777778,-47.459722222222226,2812,21,W,1,1,0,INFERIDA_DESCRICAO,31
SIXH,"JOINVILLE / HELPN Hospital Unimed, SC",heliponto,heliponto,SIXH,26º16'59''S,048º50'43''W,-26.283055555555556,-48.84527777777778,17,19,W,1,1,0,INFERIDA_DESCRICAO,31
SIXI,"ITORORÓ / Faz. Antônio Andrade, BA",aeroporto,aeroporto,SIXI,15º10'49''S,040º05'34''W,-15.180277777777777,-40.09277777777778,827,24,W,1,1,0,INFERIDA_DESCRICAO,32
SIXL,"CANARANA / Faz. Costa Norte I, MT",aeroporto,aeroporto,SIXL,13º18'38''S,052º53'32''W,-13.310555555555556,-52.89222222222222,1152,19,W,1,1,0,INFERIDA_DESCRICAO,32
SIXM,"ITAITUBA / Comunidade São Leopoldo do Tapajós, PA",aeroporto,aeroporto,SIXM,04º58'20''S,056º55'15''W,-4.972222222222222,-56.920833333333334,492,17,W,1,1,0,INFERIDA_DESCRICAO,32
SIXN,"CAMPINAS / HELPN Soufer, SP",heliponto,heliponto,SIXN,22º58'34''S,047º06'04''W,-22.97611111111111,-47.10111111111111,2155,21,W,1,1,0,INFERIDA_DESCRICAO,32
SIXO,"COMODORO / Faz. N. S. de Fátima, MT",aeroporto,aeroporto,SIXO,13º59'00''S,059º39'06''W,-13.983333333333333,-59.651666666666664,1070,15,W,1,1,0,INFERIDA_DESCRICAO,32
SIXP,"DIAMANTINO / Faz. Paiaguas, MT",aeroporto,aeroporto,SIXP,14º04'21''S,057º27'15''W,-14.0725,-57.45416666666667,2038,16,W,1,1,0,INFERIDA_DESCRICAO,32
SIXQ,"PARANHOS / Faz. São João, MS",aeroporto,aeroporto,SIXQ,23º50'50''S,055º26'09''W,-23.84722222222222,-55.43583333333333,1500,16,W,1,1,0,INFERIDA_DESCRICAO,32
SIXR,"SOROCABA / HELPN FAZ. Santa Maria, SP",heliponto,heliponto,SIXR,23º33'00''S,047º22'00''W,-23.55,-47.36666666666667,2599,21,W,1,1,0,INFERIDA_DESCRICAO,32
SIXT,"ILHA BELA / HELPN Girassol, SP",heliponto,heliponto,SIXT,23º52'44''S,045º26'50''W,-23.878888888888888,-45.447222222222216,14,22,W,1,1,0,INFERIDA_DESCRICAO,32
SIXU,"SÃO PAULO / HELPN Condomínio New Place of Business, SP",heliponto,heliponto,SIXU,23º36'01''S,046º33'17''W,-23.60027777777778,-46.55472222222222,2804,21,W,1,1,0,INFERIDA_DESCRICAO,32
SIXV,"ALCINÓPOLIS / Faz. Rancho do Planalto, MS",aeroporto,aeroporto,SIXV,18º08'22''S,053º21'53''W,-18.139444444444443,-53.36472222222223,2789,18,W,1,1,0,INFERIDA_DESCRICAO,32
SIXW,"CAAPORÁ / Cimento Poty, PB",aeroporto,aeroporto,SIXW,07º31'54''S,034º51'42''W,-7.531666666666666,-34.861666666666665,1,22,W,1,1,0,INFERIDA_DESCRICAO,32
SIXX,"GUARANTÃ DO NORTE / Usinas Braco Norte, MT",aeroporto,aeroporto,SIXX,09º39'30''S,054º57'16''W,-9.658333333333333,-54.95444444444445,1159,18,W,1,1,0,INFERIDA_DESCRICAO,32
SIXY,"EUSÉBIO / HELPN Fábrica Fortaleza, CE",heliponto,heliponto,SIXY,03º54'09''S,038º30'01''W,-3.9025,-38.500277777777775,66,21,W,1,1,0,INFERIDA_DESCRICAO,32
SIXZ,"TAQUARIVAÍ / Faz. Spartacus, SP",aeroporto,aeroporto,SIXZ,24º00'00''S,048º36'30''W,-24,-48.608333333333334,2346,20,W,1,1,0,INFERIDA_DESCRICAO,32
SIYB,"EMBU / HELPN Almenat, SP",heliponto,heliponto,SIYB,23º38'47''S,046º52'57''W,-23.64638888888889,-46.8825,3006,21,W,1,1,0,INFERIDA_DESCRICAO,32
SIYD,"FRANCO DA ROCHA / HELPN Weril, SP",heliponto,heliponto,SIYD,23º20'00''S,046º40'44''W,-23.333333333333332,-46.678888888888885,2576,21,W,1,1,0,INFERIDA_DESCRICAO,32
SIYE,"AQUIDAUANA / Faz. Campo Hélio, MS",aeroporto,aeroporto,SIYE,19º05'47''S,055º34'11''W,-19.09638888888889,-55.569722222222225,411,17,W,1,1,0,INFERIDA_DESCRICAO,32
SIYF,"ITAÍ / Faz. Araras, SP",aeroporto,aeroporto,SIYF,23º18'30''S,049º05'21''W,-23.308333333333334,-49.08916666666667,2166,20,W,1,1,0,INFERIDA_DESCRICAO,32
SIYH,"RIO VERDE DO MATO GROSSO / Faz. Cruzeiro, MS",aeroporto,aeroporto,SIYH,18º58'55''S,055º17'30''W,-18.981944444444444,-55.291666666666664,509,17,W,1,1,0,INFERIDA_DESCRICAO,32
SIYK,"URUTAI / Faz. Sorriso Metálico, GO",aeroporto,aeroporto,SIYK,17º27'24''S,048º12'55''W,-17.456666666666667,-48.21527777777778,2605,21,W,1,1,0,INFERIDA_DESCRICAO,32
SIYM,"RIO DE JANEIRO / HELPN Banco do Brasil - Andaraí, RJ",heliponto,heliponto,SIYM,22º55'13''S,043º15'03''W,-22.92027777777778,-43.25083333333333,99,23,W,1,1,0,INFERIDA_DESCRICAO,32
SIYN,"PRIMAVERA DE RONDÔNIA / Eletro primavera LTDA, RO",aeroporto,aeroporto,SIYN,11º54'03''S,061º13'50''W,-11.900833333333333,-61.230555555555554,749,14,W,1,1,0,INFERIDA_DESCRICAO,32
SIYO,"MONTIVIDIU / Faz. Goiás Barreiro, GO",aeroporto,aeroporto,SIYO,17º15'20''S,051º18'23''W,-17.255555555555556,-51.30638888888888,2848,20,W,1,1,0,INFERIDA_DESCRICAO,32
SIYP,"ALTA FLORESTA / Faz. Shangri-La, MT",aeroporto,aeroporto,SIYP,10º16'57''S,056º28'09''W,-10.2825,-56.469166666666666,1057,17,W,1,1,0,INFERIDA_DESCRICAO,32
SIYQ,CENTRO EMPRESARIAL SENADO,aeroporto,aeroporto,SIYQ,22º54'38''S,043º11'10''W,-22.910555555555554,-43.18611111111111,1310,23,W,1,1,0,INFERIDA_DESCRICAO,32
SIYR,"TAPEJARA / Santa Terezinha, RS",aeroporto,aeroporto,SIYR,28º03'08''S,051º57'39''W,-28.052222222222223,-51.96083333333333,2199,17,W,1,1,0,INFERIDA_DESCRICAO,32
SIYT,"JURUTI / Mamuru, PA",aeroporto,aeroporto,SIYT,03º07'01''S,056º35'10''W,-3.1169444444444445,-56.586111111111116,99,17,W,1,1,0,INFERIDA_DESCRICAO,32
SIYU,"SÃO PAULO / HELPN Edifício Ronaldo Sampaio Ferreira, SP",heliponto,heliponto,SIYU,23º35'58''S,046º40'50''W,-23.599444444444444,-46.68055555555555,2593,21,W,1,1,0,INFERIDA_DESCRICAO,32
SIYV,"RIO DE JANEIRO / HELPN Mário Henrique Simonsen, RJ",heliponto,heliponto,SIYV,22º59'48''S,043º20'47''W,-22.996666666666666,-43.34638888888889,20,23,W,1,1,0,INFERIDA_DESCRICAO,32
SIYX,"ANDRADAS / Faz. Varginha, MG",aeroporto,aeroporto,SIYX,21º57'00''S,046º33'00''W,-21.95,-46.55,4200,21,W,1,1,0,INFERIDA_DESCRICAO,32
SIYY,"POCONÉ / Ilha do Caracará, MT",aeroporto,aeroporto,SIYY,17º27'31''S,056º50'26''W,-17.45861111111111,-56.84055555555556,610,16,W,1,1,0,INFERIDA_DESCRICAO,32
SIYZ,"SÃO PAULO / HELPN Condomínio Edifício Berrini 1681, SP",heliponto,heliponto,SIYZ,23º36'39''S,046º41'38''W,-23.610833333333336,-46.693888888888885,2576,21,W,1,1,0,INFERIDA_DESCRICAO,32
SIZA,"ENTRE RIOS / Parque Manoelito Argolo, BA",aeroporto,aeroporto,SIZA,11º57'37''S,038º00'10''W,-11.960277777777778,-38.00277777777778,558,23,W,1,1,0,INFERIDA_DESCRICAO,32
SIZB,"TERESÓPOLIS / HELPN Hospital São José, RJ",heliponto,heliponto,SIZB,22º25'30''S,042º58'48''W,-22.425,-42.980000000000004,3239,23,W,1,1,0,INFERIDA_DESCRICAO,32
SIZC,"FARIA LEMOS / Faz. Fenix, MG",aeroporto,aeroporto,SIZC,20º46'46''S,041º59'44''W,-20.779444444444444,-41.995555555555555,1542,23,W,1,1,0,INFERIDA_DESCRICAO,32
SIZD,"ITU / HELPN Sabre, SP",heliponto,heliponto,SIZD,23º23'14''S,047º19'49''W,-23.38722222222222,-47.33027777777778,2094,21,W,1,1,0,INFERIDA_DESCRICAO,32
SIZE,"CAMPINAS / HELPN Coppersteel Bimetálicos, SP",heliponto,heliponto,SIZE,22º59'50''S,047º07'23''W,-22.997222222222224,-47.12305555555555,2222,21,W,1,1,0,INFERIDA_DESCRICAO,32
SIZG,"SÃO MANUEL / Faz. Encontro das Águas, SP",aeroporto,aeroporto,SIZG,22º36'12''S,048º23'18''W,-22.603333333333335,-48.388333333333335,1631,20,W,1,1,0,INFERIDA_DESCRICAO,32
SIZH,"APARECIDA DO TABOADO / Faz. Vista Alegre, MS",aeroporto,aeroporto,SIZH,19º59'35''S,051º30'51''W,-19.993055555555557,-51.51416666666667,1483,19,W,1,1,0,INFERIDA_DESCRICAO,32
SIZJ,"BEBEDOURO / HELPN Faz. Santa Zélia, SP",heliponto,heliponto,SIZJ,20º58'46''S,048º26'50''W,-20.979444444444443,-48.447222222222216,1870,21,W,1,1,0,INFERIDA_DESCRICAO,32
SIZK,"BARRA DO GARÇAS / Faz. Vera Cruz, MT",aeroporto,aeroporto,SIZK,14º52'30''S,052º06'56''W,-14.875,-52.11555555555556,995,19,W,1,1,0,INFERIDA_DESCRICAO,32
SIZM,"NOVA ANDRADINA / Faz. Douradinho, MS",aeroporto,aeroporto,SIZM,21º38'27''S,053º18'02''W,-21.640833333333333,-53.300555555555555,1201,18,W,1,1,0,INFERIDA_DESCRICAO,32
SIZN,"CORUMBIARA / Faz. Santa Ana, RO",aeroporto,aeroporto,SIZN,13º00'15''S,061º14'24''W,-13.004166666666666,-61.24,847,14,W,1,1,0,INFERIDA_DESCRICAO,32
SIZO,"COCALINHO / Calcário Vale do Araguaia, MT",aeroporto,aeroporto,SIZO,14º11'25''S,051º38'38''W,-14.190277777777778,-51.64388888888889,860,20,W,1,1,0,INFERIDA_DESCRICAO,32
SIZP,"ITUPEVA / HELPN Faz. Sant’ Anna da Grama, SP",heliponto,heliponto,SIZP,23º03'22''S,047º04'45''W,-23.05611111111111,-47.07916666666667,2221,21,W,1,1,0,INFERIDA_DESCRICAO,32
SIZQ,"BOTUCATU / Faz. Real, SP",aeroporto,aeroporto,SIZQ,23º02'10''S,048º26'26''W,-23.03611111111111,-48.440555555555555,3078,20,W,1,1,0,INFERIDA_DESCRICAO,32
SIZR,"CORUMBIARA / Faz. Carolina, RO",aeroporto,aeroporto,SIZR,12º54'02''S,061º07'48''W,-12.900555555555556,-61.13,853,14,W,1,1,0,INFERIDA_DESCRICAO,32
SIZS,"GAÚCHA / Agropecuária Equus, MT",aeroporto,aeroporto,SIZS,13º32'15''S,053º26'21''W,-13.5375,-53.439166666666665,1201,19,W,1,1,0,INFERIDA_DESCRICAO,32
SIZT,"CORUMBÁ / Faz. Buriti, MS",aeroporto,aeroporto,SIZT,19º21'16''S,056º47'35''W,-19.354444444444447,-56.793055555555554,299,16,W,1,1,0,INFERIDA_DESCRICAO,32
SIZV,"BETIM / HELPN Sada , MG",heliponto,heliponto,SIZV,19º57'35''S,044º07'03''W,-19.959722222222222,-44.1175,3157,23,W,1,1,0,INFERIDA_DESCRICAO,32
SIZX,"JUARA / Juara Sul, MT",aeroporto,aeroporto,SIZX,11º17'12''S,057º32'20''W,-11.286666666666667,-57.538888888888884,991,17,W,1,1,0,INFERIDA_DESCRICAO,32
SIZY,"PIRACICABA / HELPN Coopersucar - CTC, SP",heliponto,heliponto,SIZY,22º41'51''S,047º33'34''W,-22.6975,-47.559444444444445,1775,21,W,1,1,0,INFERIDA_DESCRICAO,32
SJAA,"PONTES E LACERDA / Faz. São José do Rio Branco, MT",aeroporto,aeroporto,SJAA,15º04'17''S,059º09'12''W,-15.071388888888889,-59.15333333333333,1142,15,W,1,1,0,INFERIDA_DESCRICAO,32
SJAC,"SÃO FÉLIX DO ARAGUAIA / Faz. Rio Preto, MT",aeroporto,aeroporto,SJAC,11º28'32''S,051º41'14''W,-11.475555555555555,-51.68722222222222,886,20,W,1,1,0,INFERIDA_DESCRICAO,33
SJAD,"LORENA / HELPN Tecno Bag, SP",heliponto,heliponto,SJAD,22º45'24''S,045º06'31''W,-22.756666666666668,-45.10861111111111,1765,22,W,1,1,0,INFERIDA_DESCRICAO,33
SJAE,"RIBEIRÃO CASCALHEIRA / Faz. Furnas, MT",aeroporto,aeroporto,SJAE,13º08'25''S,051º48'04''W,-13.140277777777778,-51.801111111111105,1618,20,W,1,1,0,INFERIDA_DESCRICAO,33
SJAG,"VILA BELA DA S.S. TRINDADE / Faz. Paredão, MT",aeroporto,aeroporto,SJAG,13º37'43''S,060º17'18''W,-13.62861111111111,-60.288333333333334,804,15,W,1,1,0,INFERIDA_DESCRICAO,33
SJAI,"MONTIVIDIU DO NORTE / Faz. Davilândia, GO",aeroporto,aeroporto,SJAI,13º11'15''S,048º45'00''W,-13.1875,-48.75,1359,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJAJ,"CURITIBA / HELPN Estação Convention Center, PR",heliponto,heliponto,SJAJ,25º26'18''S,049º16'02''W,-25.438333333333333,-49.26722222222222,3084,19,W,1,1,0,INFERIDA_DESCRICAO,33
SJAM,"MAIRIPORÃ / HELPN Estância Lajota, SP",heliponto,heliponto,SJAM,23º14'54''S,046º34'16''W,-23.248333333333335,-46.571111111111115,3183,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJAO,"CAJAMAR / HELPN Natura, SP",heliponto,heliponto,SJAO,23º24'15''S,046º49'43''W,-23.404166666666665,-46.828611111111115,2414,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJAP,"VALINHOS / HELPN Faz. Mrajan, SP",heliponto,heliponto,SJAP,22º54'54''S,046º59'03''W,-22.915,-46.98416666666667,2290,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJAQ,"UNAÍ / Faz. Renascença, MG",aeroporto,aeroporto,SJAQ,16º07'13''S,046º21'36''W,-16.12027777777778,-46.36,2999,22,W,1,1,0,INFERIDA_DESCRICAO,33
SJAR,"SANTA CLARA D’OESTE / Faz. Bela Manhã, SP",aeroporto,aeroporto,SJAR,20º01'07''S,050º53'57''W,-20.01861111111111,-50.899166666666666,1198,20,W,1,1,0,INFERIDA_DESCRICAO,33
SJAS,"REGINÓPOLIS / Faz. São Roque, SP",aeroporto,aeroporto,SJAS,21º40'09''S,049º10'23''W,-21.66916666666667,-49.17305555555555,1451,20,W,1,1,0,INFERIDA_DESCRICAO,33
SJAU,"ARAGUACEMA / Araguacema, TO",aeroporto,aeroporto,SJAU,08º50'16''S,049º33'28''W,-8.837777777777779,-49.55777777777777,680,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJAW,"GAVIÃO PEIXOTO / Faz. Citricola, SP",aeroporto,aeroporto,SJAW,21º43'31''S,048º22'07''W,-21.725277777777777,-48.368611111111115,2058,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJAZ,"SÃO DESIDÉRIO / Faz. Querubim, BA",aeroporto,aeroporto,SJAZ,12º46'08''S,046º01'17''W,-12.76888888888889,-46.021388888888886,2733,22,W,1,1,0,INFERIDA_DESCRICAO,33
SJBA,"SÃO PAULO / HELPN Friboi, SP",heliponto,heliponto,SJBA,23º30'48''S,046º43'51''W,-23.513333333333332,-46.73083333333334,2445,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJBE,"SÃO PAULO / HELPN Ortosíntese, SP",heliponto,heliponto,SJBE,23º26'27''S,046º43'26''W,-23.440833333333334,-46.723888888888894,2743,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJBF,"MIMOSO DE GOIÁS / Faz. J. K., GO",aeroporto,aeroporto,SJBF,15º09'32''S,048º17'02''W,-15.158888888888889,-48.28388888888889,2136,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJBG,"RIO DE JANEIRO / HELPN Edifício Torre Almirante, RJ",heliponto,heliponto,SJBG,22º54'33''S,043º10'44''W,-22.909166666666664,-43.178888888888885,417,23,W,1,1,0,INFERIDA_DESCRICAO,33
SJBH,"SÃO PAULO / HELPN Transportadora Americana, SP",heliponto,heliponto,SJBH,23º30'53''S,046º44'18''W,-23.514722222222222,-46.73833333333334,2407,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJBI,"IPEÚNA/ HELPN Edra, SP",heliponto,heliponto,SJBI,22º26'25''S,047º41'52''W,-22.440277777777776,-47.69777777777777,2002,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJBJ,"COTIA / HELPN Guancan, SP",heliponto,heliponto,SJBJ,23º36'47''S,046º51'05''W,-23.613055555555558,-46.85138888888889,2690,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJBK,"ALTAMIRA / Iriri, PA",aeroporto,aeroporto,SJBK,05º40'45''S,054º14'42''W,-5.679166666666667,-54.245,581,19,W,1,1,0,INFERIDA_DESCRICAO,33
SJBL,"RIO CLARO / HELPN Faz. São José, SP",heliponto,heliponto,SJBL,22º19'48''S,047º29'19''W,-22.33,-47.48861111111111,2113,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJBP,"SÃO PAULO / HELPN Atrium VI.com, SP",heliponto,heliponto,SJBP,23º35'43''S,046º41'14''W,-23.595277777777778,-46.68722222222222,2664,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJBQ,"ARAXÁ / HELPN CBMM, MG",heliponto,heliponto,SJBQ,19º40'33''S,046º54'14''W,-19.675833333333333,-46.903888888888886,3649,22,W,1,1,0,INFERIDA_DESCRICAO,33
SJBT,"AQUIDAUANA / Faz. São João, MS",aeroporto,aeroporto,SJBT,19º34'28''S,056º05'58''W,-19.574444444444445,-56.099444444444444,417,16,W,1,1,0,INFERIDA_DESCRICAO,33
SJBU,"LAGOA DOS PATOS / Faz. Balaurte, MG",aeroporto,aeroporto,SJBU,17º00'46''S,044º47'25''W,-17.012777777777778,-44.790277777777774,1720,22,W,1,1,0,INFERIDA_DESCRICAO,33
SJBX,"SÃO JOSÉ DO MIPIBU / Severino Lopes, RN",aeroporto,aeroporto,SJBX,06º01'12''S,035º14'23''W,-6.02,-35.23972222222222,329,22,W,1,1,0,INFERIDA_DESCRICAO,33
SJBY,"SANTA INÊS / João Silva, MA",aeroporto,aeroporto,SJBY,03º39'14''S,045º20'42''W,-3.653888888888889,-45.345,82,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJBZ,"ITARUMÃ / Faz. Três Barras, GO",aeroporto,aeroporto,SJBZ,18º57'26''S,051º06'31''W,-18.95722222222222,-51.10861111111111,1411,20,W,1,1,0,INFERIDA_DESCRICAO,33
SJCA,"MOCOCA / Comandante Vittorio Bonomi, SP",aeroporto,aeroporto,SJCA,21º31'44''S,047º02'45''W,-21.528888888888886,-47.045833333333334,2133,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJCB,"SÃO PAULO / HELPN Classic, SP",heliponto,heliponto,SJCB,23º30'48''S,046º44'03''W,-23.513333333333332,-46.73416666666667,2401,21,W,1,1,0,INFERIDA_DESCRICAO,33
SJCC,"CABO FRIO / HELPN Álvaro Gama, RJ",heliponto,heliponto,SJCC,22º52'06''S,042º02'49''W,-22.868333333333332,-42.04694444444444,17,23,W,1,1,0,INFERIDA_DESCRICAO,33
SJCD,"PEDRO GOMES / Faz. Pingo D’Água, MS",aeroporto,aeroporto,SJCD,17º43'16''S,053º56'15''W,-17.72111111111111,-53.9375,1303,18,W,1,1,0,INFERIDA_DESCRICAO,33
SJCF,"CANARANA / Faz. Estrela D’Alva, MT",aeroporto,aeroporto,SJCF,13º11'21''S,052º18'25''W,-13.189166666666667,-52.30694444444444,1250,19,W,1,1,0,INFERIDA_DESCRICAO,33
SJCJ,"SÃO PAULO / HELPN Forum Trabalhista de 1ª Instância de São Paulo I, SP",heliponto,heliponto,SJCJ,23º31'20''S,046º39'40''W,-23.522222222222222,-46.66111111111111,2619,21,W,1,1,0,INFERIDA_DESCRICAO,33
